invoice_date,job_card_date,business_partner_name,vehicle_no,vehicle_model,current_km_reading,invoice_line_text,year,month,units_sold,system_category,refined_system_category
2018-05-24,2018-05-24,hariXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 180,8500,TANK COVER,2018,May,1,Fuel System,Miscellaneous
2018-05-24,2018-05-24,hariXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 180,8500,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-24,2018-05-24,hariXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 180,8500,8 SIZE BOLT,2018,May,1,Miscellaneous,Miscellaneous
2018-05-24,2018-05-24,PRATXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET 220,15444,AIR FILTER CHECKUP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-24,2018-05-24,PRATXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET 220,15444,GB BOLT,2018,May,1,Miscellaneous,Miscellaneous
2018-05-24,2018-05-24,PRATXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET 220,15444,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-25,2018-05-25,CHALXXXXXXXXXX,CHALAPXXXX,BAJAJ PULSAR 180,478,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-25,2018-05-25,CHALXXXXXXXXXX,CHALAPXXXX,BAJAJ PULSAR 180,478,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-25,2018-05-25,CHALXXXXXXXXXX,CHALAPXXXX,BAJAJ PULSAR 180,478,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-25,2018-05-25,akasXXXXXXXXXX,KA03HQXXXX,BAJAJ AVENGER STREET 220,33883,SPARK PLUG,2018,May,1,Miscellaneous,Miscellaneous
2018-05-25,2018-05-25,akasXXXXXXXXXX,KA03HQXXXX,BAJAJ AVENGER STREET 220,33883,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-25,2018-05-25,arunXXXXXXXXXX,AP09CNXXXX,BAJAJ DISCOVER,45147,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-25,2018-05-25,HARIXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 180,572,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-25,2018-05-25,HARIXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 180,572,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-25,2018-05-25,HARIXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 180,572,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-26,2018-05-26,avinXXXXXXXXXX,KA03JMXXXX,BAJAJ PULSAR NS 200,10250,OIL FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-26,2018-05-26,avinXXXXXXXXXX,KA03JMXXXX,BAJAJ PULSAR NS 200,10250,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-26,2018-05-26,avinXXXXXXXXXX,KA03JMXXXX,BAJAJ PULSAR NS 200,10250,STOPPER HOLDER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-26,2018-05-26,santXXXXXXXXXX,KA53ETXXXX,BAJAJ CT 100,6644,PACKING,2018,May,1,Miscellaneous,Miscellaneous
2018-05-26,2018-05-26,ROHIXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR NS 200,767,OIL FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-26,2018-05-26,ROHIXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR NS 200,767,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-26,2018-05-26,ROHIXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR NS 200,767,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-26,2018-05-26,ROHIXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR NS 200,767,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-26,2018-05-26,PRADXXXXXXXXXX,TS08EPXXXX,BAJAJ AVENGER STREET,14626,TAIL LAMP BULB,2018,May,1,Miscellaneous,Miscellaneous
2018-05-26,2018-05-26,PRADXXXXXXXXXX,TS08EPXXXX,BAJAJ AVENGER STREET,14626,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-26,2018-05-26,santXXXXXXXXXX,KA03EEXXXX,BAJAJ CALIBER,77441,WHEEL BEND,2018,May,1,Suspension & Wheels,Miscellaneous
2018-05-26,2018-05-26,sudhXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET,10713,AIR FILTER CHECKUP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-27,2018-05-27,pramXXXXXXXXXX,KA53EUXXXX,BAJAJ AVENGER STREET 220,4202,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-27,2018-05-27,pramXXXXXXXXXX,KA53EUXXXX,BAJAJ AVENGER STREET 220,4202,TAIL LAMP BULB,2018,May,1,Miscellaneous,Miscellaneous
2018-05-27,2018-05-27,pramXXXXXXXXXX,KA53EUXXXX,BAJAJ AVENGER STREET 220,4202,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-27,2018-05-27,pramXXXXXXXXXX,KA53EUXXXX,BAJAJ AVENGER STREET 220,4202,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-27,2018-05-27,raguXXXXXXXXXX,KA02JRXXXX,BAJAJ CT 100,8477,OIL FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-27,2018-05-27,raguXXXXXXXXXX,KA02JRXXXX,BAJAJ CT 100,8477,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-27,2018-05-27,raguXXXXXXXXXX,KA02JRXXXX,BAJAJ CT 100,8477,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-27,2018-05-27,raguXXXXXXXXXX,KA02JRXXXX,BAJAJ CT 100,8477,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-27,2018-05-27,tumiXXXXXXXXXX,KA01HDXXXX,BAJAJ PULSAR 180,26297,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-27,2018-05-27,tumiXXXXXXXXXX,KA01HDXXXX,BAJAJ PULSAR 180,26297,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-27,2018-05-27,pravXXXXXXXXXX,KA53EUXXXX,BAJAJ DISCOVER 125,5626,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-27,2018-05-27,pravXXXXXXXXXX,KA53EUXXXX,BAJAJ DISCOVER 125,5626,OIL FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-27,2018-05-27,pravXXXXXXXXXX,KA53EUXXXX,BAJAJ DISCOVER 125,5626,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-27,2018-05-27,pravXXXXXXXXXX,KA53EUXXXX,BAJAJ DISCOVER 125,5626,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,hariXXXXXXXXXX,KA03JLXXXX,BAJAJ V150,6423,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,hariXXXXXXXXXX,KA03JLXXXX,BAJAJ V150,6423,OIL FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,hariXXXXXXXXXX,KA03JLXXXX,BAJAJ V150,6423,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,dhivXXXXXXXXXX,KA03HGXXXX,BAJAJ AVENGER STREET 220,44378,DISC PLATE,2018,May,1,Braking System,Miscellaneous
2018-05-28,2018-05-28,dhivXXXXXXXXXX,KA03HGXXXX,BAJAJ AVENGER STREET 220,44378,AIR FILTER CHECKUP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,kushXXXXXXXXXX,DL6SN9XXXX,BAJAJ PULSAR RS 200,6954,OIL FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,kushXXXXXXXXXX,DL6SN9XXXX,BAJAJ PULSAR RS 200,6954,COOLANT OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,kushXXXXXXXXXX,DL6SN9XXXX,BAJAJ PULSAR RS 200,6954,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-28,2018-05-28,vijaXXXXXXXXXX,KA53EGXXXX,BAJAJ PULSAR 180,15091,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,vijaXXXXXXXXXX,KA53EGXXXX,BAJAJ PULSAR 180,15091,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-28,2018-05-28,vijaXXXXXXXXXX,KA53EGXXXX,BAJAJ PULSAR 180,15091,FORK CONE SET,2018,May,1,Suspension & Wheels,Miscellaneous
2018-05-28,2018-05-28,vijaXXXXXXXXXX,KA53EGXXXX,BAJAJ PULSAR 180,15091,FORK BEND,2018,May,1,Suspension & Wheels,Miscellaneous
2018-05-28,2018-05-28,laxmXXXXXXXXXX,KA51EAXXXX,BAJAJ PULSAR 150,30364,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,VIVEXXXXXXXXXX,KA45U4XXXX,BAJAJ PULSAR 220,33682,AIR FILTER CHECKUP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,VIVEXXXXXXXXXX,KA45U4XXXX,BAJAJ PULSAR 220,33682,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-28,2018-05-28,UMESXXXXXXXXXX,KA53EWXXXX,BAJAJ PLATINA,654,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,UMESXXXXXXXXXX,KA53EWXXXX,BAJAJ PLATINA,654,OIL FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,UMESXXXXXXXXXX,KA53EWXXXX,BAJAJ PLATINA,654,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,ALOKXXXXXXXXXX,KA53EWXXXX,BAJAJ CT 100,860,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,ALOKXXXXXXXXXX,KA53EWXXXX,BAJAJ CT 100,860,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-28,2018-05-28,ALOKXXXXXXXXXX,KA53EWXXXX,BAJAJ CT 100,860,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,ALOKXXXXXXXXXX,KA53EWXXXX,BAJAJ CT 100,860,OIL FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,ALOKXXXXXXXXXX,KA53EWXXXX,BAJAJ CT 100,860,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,MAHEXXXXXXXXXX,KA51EEXXXX,BAJAJ AVENGER STREET 220,20640,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-28,2018-05-28,MAHEXXXXXXXXXX,KA51EEXXXX,BAJAJ AVENGER STREET 220,20640,CLUTCH OVERHUAL,2018,May,1,Engine & Transmission,Miscellaneous
2018-05-28,2018-05-28,MAHEXXXXXXXXXX,KA51EEXXXX,BAJAJ AVENGER STREET 220,20640,GEAR SHAFT,2018,May,1,Engine & Transmission,Miscellaneous
2018-05-28,2018-05-28,MAHEXXXXXXXXXX,KA51EEXXXX,BAJAJ AVENGER STREET 220,20640,SWITCH,2018,May,1,Electrical,Miscellaneous
2018-05-29,2018-05-29,PRASXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,25084,VALVE GRAINDING,2018,May,1,Engine & Transmission,Miscellaneous
2018-05-29,2018-05-29,PRASXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,25084,VALVE GUIDE,2018,May,1,Engine & Transmission,Miscellaneous
2018-05-29,2018-05-29,PRASXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,25084,PACKING KIT,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,PRASXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,25084,CRANK RESET,2018,May,1,Engine & Transmission,Miscellaneous
2018-05-29,2018-05-29,PRASXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,25084,HEAD REST,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,PRASXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,25084,LOADING GEAR,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,PRASXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,25084,SPARK PLUG,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,PRASXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,25084,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,PRASXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,25084,VALVE KIT,2018,May,1,Engine & Transmission,Miscellaneous
2018-05-29,2018-05-29,PRASXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,25084,BORE KIT,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,moulXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 180,5144,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,moulXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 180,5144,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,moulXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 180,5144,RC CARD,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,moulXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 180,5144,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,ANILXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,6022,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,ANILXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,6022,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-29,2018-05-29,ANILXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,6022,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,prabXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 180,742,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,prabXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 180,742,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,prabXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 180,742,RC CARD,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,prabXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 180,742,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-29,2018-05-29,dileXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 150,1096,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-29,2018-05-29,dileXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 150,1096,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,dileXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 150,1096,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,raghXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR NS 160,2803,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,raghXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR NS 160,2803,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,NARAXXXXXXXXXX,KA51V9XXXX,BAJAJ PULSAR 180,51190,SPARK PLUG,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,NARAXXXXXXXXXX,KA51V9XXXX,BAJAJ PULSAR 180,51190,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-29,2018-05-29,NARAXXXXXXXXXX,KA51V9XXXX,BAJAJ PULSAR 180,51190,AIR FILTER CHECKUP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,PRAVXXXXXXXXXX,KA05JVXXXX,BAJAJ AVENGER STREET 220,13131,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-29,2018-05-29,PRAVXXXXXXXXXX,KA05JVXXXX,BAJAJ AVENGER STREET 220,13131,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,BHARXXXXXXXXXX,KA65Q2XXXX,BAJAJ PULSAR 150,53027,SIDE STAND SPRING,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,BHARXXXXXXXXXX,KA65Q2XXXX,BAJAJ PULSAR 150,53027,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-29,2018-05-29,BHARXXXXXXXXXX,KA65Q2XXXX,BAJAJ PULSAR 150,53027,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-29,2018-05-29,BHARXXXXXXXXXX,KA65Q2XXXX,BAJAJ PULSAR 150,53027,DISC PUMP KIT,2018,May,1,Braking System,Miscellaneous
2018-05-29,2018-05-29,naraXXXXXXXXXX,KA51X8XXXX,BAJAJ PULSAR 150,33205,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-29,2018-05-29,mayaXXXXXXXXXX,RJ20SPXXXX,BAJAJ PULSAR 150,38879,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,rajeXXXXXXXXXX,KA03HYXXXX,BAJAJ PULSAR 150,17085,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-30,2018-05-30,rajeXXXXXXXXXX,KA03HYXXXX,BAJAJ PULSAR 150,17085,AIR FILTER CHECKUP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,sudhXXXXXXXXXX,KA51EGXXXX,BAJAJ PULSAR 180,68267,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-30,2018-05-30,sudhXXXXXXXXXX,KA51EGXXXX,BAJAJ PULSAR 180,68267,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,kundXXXXXXXXXX,TN07BHXXXX,BAJAJ AVENGER STREET 220,50491,HEAD REST,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,kundXXXXXXXXXX,TN07BHXXXX,BAJAJ AVENGER STREET 220,50491,VALVE KIT,2018,May,1,Engine & Transmission,Miscellaneous
2018-05-30,2018-05-30,kundXXXXXXXXXX,TN07BHXXXX,BAJAJ AVENGER STREET 220,50491,BORE KIT,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,kundXXXXXXXXXX,TN07BHXXXX,BAJAJ AVENGER STREET 220,50491,TAIL LAMP GLASS,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,kundXXXXXXXXXX,TN07BHXXXX,BAJAJ AVENGER STREET 220,50491,PACKING KIT,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,kundXXXXXXXXXX,TN07BHXXXX,BAJAJ AVENGER STREET 220,50491,LOADING GEAR,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,kundXXXXXXXXXX,TN07BHXXXX,BAJAJ AVENGER STREET 220,50491,VALVE GRAINDING,2018,May,1,Engine & Transmission,Miscellaneous
2018-05-30,2018-05-30,kundXXXXXXXXXX,TN07BHXXXX,BAJAJ AVENGER STREET 220,50491,VALVE GUIDE,2018,May,1,Engine & Transmission,Miscellaneous
2018-05-30,2018-05-30,kundXXXXXXXXXX,TN07BHXXXX,BAJAJ AVENGER STREET 220,50491,CRANK RESET,2018,May,1,Engine & Transmission,Miscellaneous
2018-05-30,2018-05-30,kundXXXXXXXXXX,TN07BHXXXX,BAJAJ AVENGER STREET 220,50491,SPARK PLUG,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,kundXXXXXXXXXX,TN07BHXXXX,BAJAJ AVENGER STREET 220,50491,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,santXXXXXXXXXX,KA53EPXXXX,BAJAJ V,37453,AIR FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,santXXXXXXXXXX,KA53EPXXXX,BAJAJ V,37453,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-30,2018-05-30,VERAXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,3272,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,VERAXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,3272,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,VERAXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,3272,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-30,2018-05-30,VERAXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,3272,AIR FILTER CHECKUP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,KARTXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,4820,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-30,2018-05-30,KARTXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,4820,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,KARTXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,4820,AIR FILTER CHECKUP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,KARTXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,4820,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,aneeXXXXXXXXXX,KL22J4XXXX,BAJAJ V150,13222,AIR FILTER CHECKUP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,aneeXXXXXXXXXX,KL22J4XXXX,BAJAJ V150,13222,UNKNOWN PART,2018,May,1,Miscellaneous,Miscellaneous
2018-05-30,2018-05-30,aneeXXXXXXXXXX,KL22J4XXXX,BAJAJ V150,13222,DISC PUMP KIT,2018,May,1,Braking System,Miscellaneous
2018-05-30,2018-05-30,aneeXXXXXXXXXX,KL22J4XXXX,BAJAJ V150,13222,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-30,2018-05-30,aneeXXXXXXXXXX,KL22J4XXXX,BAJAJ V150,13222,OIL FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,somnXXXXXXXXXX,KA04ELXXXX,BAJAJ CT 100,86983,AIR FILTER CHECKUP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,B U XXXXXXXXXX,KA03JRXXXX,BAJAJ PULSAR NS 200,477,COOLANT OIL TOP UP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,B U XXXXXXXXXX,KA03JRXXXX,BAJAJ PULSAR NS 200,477,GRIPPER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,B U XXXXXXXXXX,KA03JRXXXX,BAJAJ PULSAR NS 200,477,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-31,2018-05-31,B U XXXXXXXXXX,KA03JRXXXX,BAJAJ PULSAR NS 200,477,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,B U XXXXXXXXXX,KA03JRXXXX,BAJAJ PULSAR NS 200,477,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,B U XXXXXXXXXX,KA03JRXXXX,BAJAJ PULSAR NS 200,477,OIL FILTER,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,V SRXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,6110,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,V SRXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,6110,AIR FILTER CHECKUP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,V SRXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,6110,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,V SRXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,6110,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-31,2018-05-31,V SRXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,6110,DISC OIL,2018,May,1,Braking System,Miscellaneous
2018-05-31,2018-05-31,ADITXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 150,720,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,ADITXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 150,720,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,ADITXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 150,720,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-31,2018-05-31,ADITXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 150,720,DISC LEVER,2018,May,1,Braking System,Miscellaneous
2018-05-31,2018-05-31,NAGAXXXXXXXXXX,KA53EWXXXX,BAJAJ CT 100,877,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-31,2018-05-31,NAGAXXXXXXXXXX,KA53EWXXXX,BAJAJ CT 100,877,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,NAGAXXXXXXXXXX,KA53EWXXXX,BAJAJ CT 100,877,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,SHARXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 220,1299,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,SHARXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 220,1299,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,SHARXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR 220,1299,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-31,2018-05-31,velaXXXXXXXXXX,KA53EWXXXX,BAJAJ AVENGER STREET 180,863,CONSUMABLES,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,velaXXXXXXXXXX,KA53EWXXXX,BAJAJ AVENGER STREET 180,863,3M OIL,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,velaXXXXXXXXXX,KA53EWXXXX,BAJAJ AVENGER STREET 180,863,POLISH,2018,May,1,General Service & Labour,Miscellaneous
2018-05-31,2018-05-31,shasXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR 150,10950,AIR FILTER CHECKUP,2018,May,1,Miscellaneous,Miscellaneous
2018-05-31,2018-05-31,maheXXXXXXXXXX,KA53EWXXXX,BAJAJ PULSAR NS 200,4,POLISH,2018,May,1,General Service & Labour,Miscellaneous
